web_scraper_order,web_scraper_start_url,title,review,rating,likes,dislikes
"1768461327-97","https://www.imdb.com/title/tt36642456/reviews/?ref_=ttrt_sa_3","When Justice Meets Humanity","The beauty of Haq lies in how it bridges the legal and the personal. The court arguments never feel like theatrics; they feel like extensions of human pain and perseverance. Yami brings a luminous calm to her role, and Emraan adds gravity through his quiet remorse. The cinematography is stunning in its simplicity, often framing Shazia against walls and windows that feel symbolic of confinement and courage. It's not just a movie about justice, it's about humanity reclaiming its balance.","10","1","1"
"1768461327-98","https://www.imdb.com/title/tt36642456/reviews/?ref_=ttrt_sa_3","The Kind of Film That Stays With You Days after watching Haq,","I still find myself thinking about its characters. That's the mark of powerful cinema - it lingers. The story's emotional honesty makes it impossible to forget. Yami Gautam delivers a career-defining performance, carrying quiet rage and hope with the same grace. Emraan Hashmi is equally compelling, torn between principle and empathy. Together, they create a film that doesn't just speak to your mind, it speaks to your soul.","10","1","1"
"1768461327-99","https://www.imdb.com/title/tt36642456/reviews/?ref_=ttrt_sa_3","Real, Raw, and Remarkably Moving","Haq impressed me with how grounded it felt. There's no unnecessary gloss, no over-dramatization, just real people facing real dilemmas. Yami Gautam's portrayal is incredibly moving, showing both strength and heartbreak with honesty. Emraan Hashmi's sincerity elevates the story further. The direction feels almost invisible - it lets truth take center stage.","10","1","1"
"1768461327-100","https://www.imdb.com/title/tt36642456/reviews/?ref_=ttrt_sa_3","A Rare Blend of Heart and Clarity","A Rare Blend of Heart and Clarity
Haq moved me in ways few films do. It doesn't rely on spectacle or melodrama, it simply tells the truth. Yami Gautam is extraordinary, her stillness carries more weight than words ever could. Emraan Hashmi's restrained presence adds depth and moral texture to the story. The writing feels precise and soulful, every scene crafted with purpose. It's cinema that teaches empathy while telling a deeply human story.","10","1","1"
"1768461327-101","https://www.imdb.com/title/tt36642456/reviews/?ref_=ttrt_sa_3","Strength Wrapped in Stillness","Haq finds its voice not in shouting, but in quiet conviction. Every pause, every glance carries meaning. The sound design is delicate - you hear breathing, footsteps, rustling paper - and that makes the courtroom scenes even more intimate. The emotional restraint pays off because the film trusts its viewers to understand. Yami shines with subtlety, showing strength through composure. It's a film that redefines power in the most understated way possible.","10","1","1"
"1768461327-102","https://www.imdb.com/title/tt36642456/reviews/?ref_=ttrt_sa_3","IQRA (To Read)","I just finished watching this eye-opening masterpiece of a courtroom drama inspired by Shazia Bano's case. This drama portrays the pain, trauma, and injustice faced by thousands of Muslim women often oppressed by a conservative society, misogynistic ideology, and people who deprive women of their dignity, rights, and fundamental equality. The movie depicts the hardships of Shazia Bano's case with vivid realism. :)

I still wonder about the intensity of the trauma and hardship she and thousands of others had to go through. This case exposes the hypocrisy and irony of our society, where people emphasize finding a ""decent"" son- or daughter-in-law, yet struggle to build healthy relationships. Hopefully, it continues to empower laws that favor the needy, the oppressed, and the marginalized. It's high time we, the people of India, abandon those man-made conservative practices that violate the fundamental rights of human beings-whether it's triple talaq or sati pratha. 😤

The protagonist, Yami Gautam, played the role of Shazia Bano outstandingly, and the other actors delivered equally powerful performances. The plot was meaningful and emotionally enriching. 🙏

Hats off to the director, writer, actors, actresses, and all the supporting staff for creating such an impactful masterpiece for society. ^_^

Best wishes for the continued success of the film. :D.","10","1","1"
"1768461327-103","https://www.imdb.com/title/tt36642456/reviews/?ref_=ttrt_sa_3","Twisting truth to serve their own good!","The movie claims to advocate justice and women's rights while simultaneously misrepresenting the very principles that protect those rights within the Islamic tradition. It completely portrays a distorted version of Islam that suits the narrative rather than the truth. Highly propagated movie. Poorly researched on the rulings of triple Talaq and second marriage in islam. Clearly misleads audience in the name of equality without taking any references or context of Quranic verses and quoting caliph and scholars.","1","0","0"
"1768461327-104","https://www.imdb.com/title/tt36642456/reviews/?ref_=ttrt_sa_3","The Beauty of Stillness","The Beauty of Stillness
What makes Haq so impactful is its stillness. The camera observes rather than dictates, allowing every emotion to unfold naturally. Yami Gautam's eyes tell more than words could, her control is exceptional. Emraan Hashmi delivers a nuanced performance that carries both guilt and grace. The sound design, subtle yet rich, deepens the intimacy of every scene. It's a film that trusts the audience's heart more than their eyes.","10","1","1"
"1768461327-105","https://www.imdb.com/title/tt36642456/reviews/?ref_=ttrt_sa_3","Powerful, Poised, and Profound","Haq hit me like a quiet storm. It doesn't rely on loud background music or exaggerated emotion, yet it manages to hold your attention completely. The courtroom scenes are so well written that I felt like I was watching real lives unfold. Yami's transformation is extraordinary - she never overacts, yet you feel every tremor of her journey. Emraan's conflicted presence adds depth, showing that justice is never black or white. This film reminds us that strength often looks like silence, and that's its biggest triumph.","10","1","1"
"1768461327-106","https://www.imdb.com/title/tt36642456/reviews/?ref_=ttrt_sa_3","Brilliantly Subtle, Deeply Moving","Brilliantly Subtle, Deeply Moving
The beauty of Haq lies in its subtlety. It never exaggerates, never manipulates, and that makes it powerful. Yami Gautam brings a quiet ferocity to her role that demands respect. Emraan Hashmi's portrayal is controlled yet deeply emotional. The direction avoids gloss, keeping the story close to its human roots. It's a deeply moving experience, built on truth rather than theatrics.","10","1","1"
